,Domain,Phylum,Class,Order,Family,Genus
ASV_2625,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola
ASV_2670,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter
ASV_2732,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium
ASV_2793,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter
ASV_2856,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium
ASV_2904,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter_clade_naC11-7_lineage
ASV_2929,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unclassified
ASV_2948,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unclassified
ASV_3070,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unclassified
ASV_3176,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unclassified
ASV_3241,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unclassified
ASV_3383,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unclassified
ASV_3596,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unclassified
ASV_3601,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unclassified
ASV_4486,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unclassified
ASV_4530,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unclassified
ASV_4546,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unclassified
ASV_4681,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Unclassified
ASV_3457,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospira
ASV_3467,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Unclassified
ASV_3564,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Unclassified
ASV_3921,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Unclassified
ASV_4036,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Unclassified
ASV_4073,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospira
ASV_4185,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Unclassified
ASV_4314,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Unclassified
ASV_1129,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_1551,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_1753,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_1831,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_2142,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_2272,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus_Megaira
ASV_2388,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Unclassified
ASV_2487,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_2565,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_2698,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_2774,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_2846,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_3075,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_3244,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_3248,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_3275,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_3358,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55
ASV_3537,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_3541,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Unclassified
ASV_3653,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_3908,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_3919,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_3947,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_3963,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,Unclassified
ASV_4001,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,Unclassified
ASV_4082,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_4112,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,Unclassified
ASV_4272,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_4297,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_4311,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_4417,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,Unclassified
ASV_4432,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_4436,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_4543,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_4595,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_4605,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_4612,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiales_fa,Candidatus_Jidaibacter
ASV_4613,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_4634,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_4716,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_4719,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Unclassified
ASV_4726,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_4729,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Unclassified
ASV_4397,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Unclassified
ASV_513,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Sneathiella
ASV_6,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_34,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_35,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055
ASV_61,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_63,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_103,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_165,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
ASV_181,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
ASV_221,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_252,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_378,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_468,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055
ASV_529,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Parasphingopyxis
ASV_538,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter
ASV_592,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_596,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
ASV_612,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
ASV_621,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
ASV_649,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unclassified
ASV_656,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter
ASV_663,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium
ASV_708,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_807,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_858,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_892,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_897,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
ASV_902,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unclassified
ASV_926,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
ASV_991,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Qipengyuania
ASV_994,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_1135,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
ASV_1161,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Qipengyuania
ASV_1165,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter
ASV_1307,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis
ASV_1369,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Polymorphobacter
ASV_1384,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
ASV_1497,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_1585,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
ASV_1890,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
ASV_1910,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unclassified
ASV_1955,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
ASV_1964,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Polymorphobacter
ASV_1965,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
ASV_2050,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_2063,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_2115,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis
ASV_2161,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
ASV_2165,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unclassified
ASV_2200,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
ASV_2242,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055
ASV_2290,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_2468,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_2530,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_2576,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_2583,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055
ASV_2677,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Polymorphobacter
ASV_2945,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis
ASV_3004,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingoaurantiacus
ASV_3084,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis
ASV_3137,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unclassified
ASV_3225,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_3701,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unclassified
ASV_4111,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV_4238,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unclassified
ASV_4474,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unclassified
ASV_4608,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unclassified
ASV_1544,Bacteria,Proteobacteria,Gammaproteobacteria,SS1-B-07-19,Unclassified,Unclassified
ASV_65,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_73,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_107,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_186,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_229,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_317,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_321,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_442,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_489,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_507,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_531,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_617,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_675,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_711,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_735,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_750,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_796,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_860,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_896,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_938,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_1084,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_1089,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_1170,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_1179,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_1204,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_1304,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_1645,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_1684,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_1996,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_2065,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia
ASV_2620,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Unclassified
ASV_3748,Bacteria,Proteobacteria,Gammaproteobacteria,SZB50,Unclassified,Unclassified
ASV_1006,Bacteria,Proteobacteria,Gammaproteobacteria,Tenderiales,Tenderiaceae,Candidatus_Tenderia
ASV_3948,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Unclassified,Unclassified
ASV_287,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Unclassified
ASV_606,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Unclassified
ASV_764,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Unclassified
ASV_1064,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Unclassified
ASV_1461,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Unclassified
ASV_1505,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Unclassified
ASV_1824,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Unclassified
ASV_2348,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Unclassified
ASV_2420,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Unclassified
ASV_2706,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Unclassified
ASV_2766,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Unclassified
ASV_3053,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Unclassified
ASV_3139,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Unclassified
ASV_3602,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Unclassified
ASV_668,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,endosymbionts
ASV_3589,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,endosymbionts
ASV_4371,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Candidatus_Vesicomyosocius
ASV_375,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas
ASV_578,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Unclassified
ASV_725,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas
ASV_895,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas
ASV_947,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas
ASV_1202,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Unclassified
ASV_3280,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Unclassified
ASV_1387,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Unclassified
ASV_1451,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Unclassified
ASV_2749,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Unclassified
ASV_2951,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Unclassified
ASV_4127,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus_Alysiosphaera
ASV_398,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,Unclassified,Unclassified
ASV_833,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,Unclassified,Unclassified
ASV_1169,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,Unclassified,Unclassified
ASV_1392,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,Unclassified,Unclassified
ASV_1734,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,Unclassified,Unclassified
ASV_3064,Bacteria,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,Unclassified,Unclassified
ASV_2825,Bacteria,Proteobacteria,Gammaproteobacteria,UBA4486,Unclassified,Unclassified
ASV_89,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified
ASV_292,Bacteria,Proteobacteria,Alphaproteobacteria,Unclassified,Unclassified,Unclassified
ASV_522,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified
ASV_791,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified
ASV_823,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified
ASV_824,Bacteria,Proteobacteria,Alphaproteobacteria,Unclassified,Unclassified,Unclassified
ASV_859,Bacteria,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified
ASV_1239,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified
ASV_1391,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified
