,CE1,CE2,CE3,CE4,CE161,CE162,CE163,CE164,CE165,JWM1,JWM2,JWM3,JWM4,NH1,NH2,NH3,NH4,NH5,TV0170,TV0422,TV0426,TV0437
ASV_264,38,57,106,19,51,77,45,46,58,0,0,0,0,1,1,3,1,3,0,0,0,0
ASV_265,0,0,0,0,0,0,0,0,0,7,6,5,5,0,0,0,0,0,10,8,132,139
ASV_266,0,0,0,0,1,0,0,1,0,0,0,0,0,41,102,134,59,160,0,0,0,0
ASV_267,16,32,20,8,52,26,38,39,34,3,3,4,5,15,19,25,35,26,0,0,1,0
ASV_268,0,0,0,0,0,0,0,0,0,0,6,10,1,0,0,0,0,0,17,24,31,72
ASV_269,0,1,0,0,2,1,2,0,0,1,0,1,0,1,1,0,0,1,12,0,217,9
ASV_270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,72,45
ASV_271,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12,8,6,168
ASV_272,27,22,140,58,65,69,69,17,13,0,0,0,0,0,0,0,2,5,0,0,0,0
ASV_273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,220,199,2,29
ASV_274,23,8,2,31,8,24,11,0,0,0,0,0,1,62,87,57,66,99,0,0,0,0
ASV_275,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,39,16,0,157
ASV_276,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,470
ASV_277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,400,6
ASV_278,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,57,44,1,118
ASV_279,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,247,32
ASV_280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,37
ASV_281,2,24,2,1,5,2,12,118,293,0,0,0,0,4,4,2,2,1,0,0,0,0
ASV_282,0,0,0,0,0,0,0,0,0,2,8,12,4,0,0,0,0,0,0,0,1,0
ASV_283,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11,36,37,5
ASV_284,0,0,0,0,0,0,0,0,0,4,6,6,19,0,0,0,3,0,0,0,30,34
ASV_285,15,46,36,23,58,50,49,41,30,0,0,0,0,15,34,20,14,35,0,0,0,0
ASV_286,28,9,16,12,26,27,66,17,27,0,0,0,0,51,72,26,56,31,0,0,0,0
ASV_287,10,27,28,18,11,17,17,12,5,0,0,0,0,27,70,25,147,50,0,0,0,0
ASV_288,8,16,50,13,56,42,75,40,35,0,0,0,0,12,31,10,39,33,0,0,0,0
ASV_289,30,26,37,63,35,100,75,1,1,0,0,0,0,8,18,20,18,22,0,0,0,0
ASV_290,0,0,0,0,0,0,0,0,0,0,8,6,2,0,0,0,1,0,4,0,2,418
ASV_291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,69,0,0
ASV_292,5,59,29,87,66,37,85,36,34,0,0,0,0,1,4,1,3,2,0,0,0,0
ASV_293,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,10,10,2,274
ASV_294,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,26,3,0,391
ASV_295,0,0,0,0,0,0,0,0,0,12,7,10,4,0,0,0,0,0,1,0,311,7
ASV_296,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ASV_297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1
ASV_298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,16,2,18
ASV_299,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,127,147
ASV_300,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,32,12,1,27
ASV_301,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,428
ASV_302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437
ASV_303,0,0,0,2,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,1,15,412
ASV_304,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,146,6,18,6
ASV_305,0,0,0,0,0,0,0,0,0,4,0,3,0,0,1,0,0,0,0,1,5,423
ASV_306,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,392,32,0,0
ASV_307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,339,20
ASV_308,0,0,0,0,0,0,0,0,1,4,3,1,3,1,0,0,0,0,47,18,2,51
ASV_309,0,0,0,0,0,0,0,0,0,5,1,0,2,0,3,0,0,0,4,0,40,302
ASV_310,19,47,29,24,38,30,51,55,48,0,1,0,1,4,16,13,29,14,0,0,0,2
ASV_311,0,0,0,0,0,0,0,0,0,0,0,1,0,64,74,71,121,84,0,0,0,0
ASV_312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,42,8,279
ASV_313,0,0,0,0,0,0,0,0,0,8,5,1,5,0,0,0,0,0,16,9,25,4
ASV_314,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
ASV_315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,26,205,42
ASV_316,38,37,115,30,25,56,31,35,15,0,0,0,0,1,10,1,4,12,0,0,0,0
ASV_317,4,4,2,5,1,3,2,0,0,0,0,0,0,34,91,55,84,124,0,0,0,0
ASV_318,25,17,68,33,55,74,81,14,15,0,0,0,0,1,11,8,4,1,0,0,0,1
ASV_319,5,34,50,21,39,47,74,57,52,0,0,0,0,3,4,3,0,18,0,0,0,0
ASV_320,7,16,27,17,37,33,43,16,20,0,0,0,0,22,58,22,62,27,0,0,0,0
ASV_321,59,33,41,71,52,110,16,7,9,0,0,0,0,2,1,0,3,2,0,0,0,0
ASV_322,15,4,35,72,17,24,10,1,0,0,1,0,0,13,48,37,39,90,0,0,0,0
ASV_323,6,0,4,23,11,19,22,0,1,0,0,0,0,65,66,67,71,49,0,0,0,0
ASV_324,22,36,115,34,33,33,72,25,16,0,0,0,0,3,4,2,4,5,0,0,0,0
ASV_325,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,140,20,0,1
ASV_326,0,0,0,0,0,0,0,0,0,0,11,8,3,0,0,0,0,0,21,4,62,15
ASV_327,19,42,99,26,37,36,26,55,40,0,0,0,0,1,6,2,3,7,0,0,0,0
ASV_328,42,35,146,58,9,7,13,14,9,0,0,0,0,23,26,3,5,8,0,0,0,0
ASV_329,26,35,59,12,55,65,94,31,7,0,0,0,0,2,3,1,3,2,0,0,0,0
ASV_330,7,13,28,13,35,37,82,53,82,3,2,0,0,4,11,5,13,6,0,0,0,0
ASV_331,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,273,6
ASV_332,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,79,145
ASV_333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,2
ASV_334,21,7,68,50,9,10,5,0,2,0,0,0,0,34,45,30,51,58,0,0,0,0
ASV_335,3,13,26,17,9,7,12,3,13,0,0,0,0,31,50,25,76,104,0,0,0,0
ASV_336,24,21,61,35,8,13,13,7,11,0,0,1,1,18,42,31,45,57,0,0,0,0
ASV_337,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,4
ASV_338,30,26,17,75,2,54,2,1,1,0,0,0,0,9,41,34,25,64,0,0,0,1
ASV_339,1,13,3,1,2,2,2,4,13,0,0,0,0,81,87,50,27,89,0,0,0,2
ASV_340,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,2,216,78
ASV_341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,1,1,0
ASV_342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,233,71
ASV_343,12,25,42,13,45,40,56,56,33,1,1,8,0,7,21,3,10,5,0,0,0,0
ASV_344,0,0,0,0,0,0,0,0,0,10,25,22,9,0,0,0,0,0,12,0,60,139
ASV_345,21,28,29,9,35,35,64,73,47,0,0,0,0,3,15,3,8,4,0,0,0,0
ASV_346,1,2,1,2,0,0,1,0,0,0,0,0,0,21,86,67,129,64,0,0,0,0
ASV_347,23,62,64,44,12,23,16,11,13,0,0,0,0,7,24,12,27,35,0,0,0,0
ASV_348,10,18,22,15,60,43,93,42,37,1,3,1,1,6,2,3,10,3,0,0,1,0
ASV_349,0,0,0,0,0,0,0,0,0,39,256,16,51,0,0,0,0,0,0,0,0,0
ASV_350,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,208,4,3,5
ASV_351,4,16,7,0,1,3,296,6,33,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_352,19,14,57,18,28,43,52,21,5,0,0,0,0,9,32,17,32,18,0,0,0,1
ASV_353,8,46,35,5,14,5,9,99,85,0,0,0,0,11,24,6,8,10,0,0,0,0
ASV_354,0,0,0,0,0,0,0,0,0,17,18,84,20,0,0,0,0,0,0,0,1,0
ASV_355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0,314
ASV_356,8,15,22,8,18,16,31,12,14,0,0,0,0,14,44,26,84,51,0,0,0,0
ASV_357,0,0,0,0,0,0,0,0,0,6,6,13,3,0,0,0,0,0,37,3,72,2
ASV_358,0,0,0,0,0,0,0,0,0,5,5,13,3,0,0,0,0,0,1,3,107,188
ASV_359,22,49,89,31,32,49,44,18,7,0,0,0,0,4,5,2,5,2,0,0,0,0
ASV_360,9,8,42,29,18,9,25,11,14,0,0,0,0,26,43,20,55,49,0,0,0,0
ASV_361,0,0,0,0,0,0,0,0,0,15,13,14,6,0,0,0,0,0,0,0,141,26
ASV_362,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,173,71,1,4
ASV_363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,0,0,0,0,0,0,0
ASV_364,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,4,0,95,35
ASV_365,15,7,4,15,1,18,16,0,0,0,1,0,0,36,63,23,41,112,0,0,0,0
ASV_366,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,202,118,0,7
ASV_367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,8
ASV_368,1,0,0,0,0,0,0,0,0,9,7,13,8,0,0,0,1,0,0,0,0,0
ASV_369,0,0,0,0,0,0,0,0,0,62,100,175,13,0,0,0,0,0,0,0,0,0
ASV_370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,210,53
ASV_371,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,32,3,267
ASV_372,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,18,1,1,199
ASV_373,0,0,0,0,0,0,0,0,0,3,5,4,3,0,0,0,0,0,22,103,2,15
ASV_374,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,38,116
ASV_375,2,58,10,2,16,14,24,32,182,0,0,0,0,1,0,0,4,0,0,0,0,0
ASV_376,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,25,12,98,56
ASV_377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0
ASV_378,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,45,182
ASV_379,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,0,49,152
ASV_380,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,6,130
ASV_381,0,0,0,0,0,0,0,0,0,5,300,9,5,0,0,0,0,0,0,1,0,8
ASV_382,19,34,51,13,51,42,40,31,22,0,0,0,0,10,4,5,13,4,0,0,0,0
ASV_383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_384,7,31,39,8,49,39,53,46,18,0,0,0,0,2,15,14,11,6,0,0,0,0
ASV_385,0,0,0,0,0,0,0,0,0,13,22,14,15,0,0,0,0,0,0,0,23,49
ASV_386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ASV_387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,8
ASV_388,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,16,1,112,36
ASV_389,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,70,191,3,3
ASV_390,0,0,0,0,0,0,0,0,0,12,3,6,5,0,1,0,0,0,27,6,63,48
ASV_391,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,4,12,250
ASV_392,1,0,2,0,1,4,0,50,261,0,0,0,0,2,4,2,0,0,0,0,0,0
ASV_393,0,0,0,0,0,0,0,0,0,32,133,45,64,0,1,0,0,0,0,0,0,0
ASV_394,0,0,0,0,0,0,0,0,0,11,2,8,4,0,0,0,0,0,61,0,167,20
ASV_395,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,240,79,0,0
ASV_396,4,2,4,9,8,10,12,4,10,0,0,0,0,19,63,41,82,54,0,0,0,0
ASV_397,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,78,199
ASV_398,21,25,53,17,26,47,12,20,21,0,0,0,0,10,21,4,30,14,0,0,0,0
ASV_399,0,0,0,0,0,0,0,0,0,1,3,0,5,0,0,0,0,0,143,59,20,22
ASV_400,19,43,54,17,34,36,16,73,24,0,0,0,0,0,0,0,0,1,0,0,0,1
ASV_401,0,0,0,0,0,0,0,1,0,12,126,51,21,0,0,0,0,0,0,0,1,0
ASV_402,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,6,6,81,122
ASV_403,0,1,1,0,0,0,0,0,0,4,304,3,2,0,0,0,0,0,0,0,0,0
ASV_404,5,28,34,19,24,46,38,32,22,0,0,0,0,2,14,9,22,19,0,0,0,0
ASV_405,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,24,8,53,34
ASV_406,0,0,0,0,0,0,0,0,0,5,4,0,6,0,1,0,0,0,2,3,75,9
ASV_407,12,16,21,8,43,33,40,33,12,0,0,0,0,5,22,17,26,23,0,0,0,0
ASV_408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ASV_409,22,13,67,5,27,56,22,28,12,0,0,0,0,7,19,8,3,20,0,0,0,0
ASV_410,0,0,0,0,0,0,0,0,1,70,84,60,62,0,0,2,0,1,0,0,1,0
ASV_411,0,0,0,0,0,0,0,0,0,4,2,1,2,0,0,0,0,0,12,11,118,60
ASV_412,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,67,5,2,8
ASV_413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5,83,74
ASV_414,9,11,15,10,12,4,21,22,22,10,76,14,10,1,0,0,0,0,0,0,0,0
ASV_415,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,27,0,110,34
ASV_416,15,27,33,6,38,43,27,32,48,0,0,0,0,1,7,0,14,12,0,0,0,0
ASV_417,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,296,1
ASV_418,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,30,1,1,34
ASV_419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,126,44
ASV_420,12,9,24,17,12,8,30,25,9,0,0,0,0,12,44,22,42,35,0,0,0,0
ASV_421,0,1,1,1,0,0,0,0,0,0,0,0,0,42,64,63,68,60,0,0,0,0
ASV_422,0,0,0,0,0,0,0,0,0,23,28,101,61,0,0,0,0,0,21,1,5,2
ASV_423,0,0,1,8,1,0,1,0,0,0,1,0,0,13,53,94,59,63,0,0,0,0
ASV_424,23,29,88,45,26,14,30,11,9,0,0,0,0,2,4,0,5,10,0,0,0,0
ASV_425,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,87,66,8,26
ASV_426,19,20,40,24,45,46,41,6,3,0,0,0,0,8,8,7,14,13,0,0,0,0
ASV_427,0,0,0,0,0,0,0,0,0,6,7,6,8,0,1,0,0,1,0,0,162,75
ASV_428,0,0,0,0,0,0,0,0,0,14,8,8,8,0,3,2,0,0,5,0,9,0
ASV_429,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,1,112,86
ASV_430,6,36,19,18,24,20,12,12,22,0,0,0,0,8,30,30,22,32,0,0,0,0
ASV_431,15,3,26,30,21,29,17,4,2,0,0,0,0,10,22,38,28,46,0,0,0,0
ASV_432,0,0,0,0,0,0,0,0,0,14,32,47,88,0,0,0,0,0,0,0,0,0
ASV_433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,6,131
ASV_434,4,5,9,6,1,4,4,0,0,0,0,0,0,63,48,54,26,63,0,0,0,0
ASV_435,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,2,0
ASV_436,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,95,6,61,4
ASV_437,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,28,230
ASV_438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_439,0,0,0,0,0,0,0,0,0,0,5,5,2,0,0,0,0,0,0,1,235,38
ASV_440,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,35,24,40,67
ASV_441,16,12,31,12,21,14,23,5,5,0,0,0,0,9,41,15,49,33,0,0,0,0
ASV_442,0,0,0,2,0,0,0,0,0,0,0,0,0,25,58,45,47,109,0,0,0,0
ASV_443,0,0,0,0,0,0,0,0,0,65,87,66,68,0,0,0,0,0,0,0,0,0
ASV_444,4,25,14,7,31,61,51,51,33,0,0,0,0,0,1,0,2,1,0,0,0,0
ASV_445,11,34,59,13,28,28,44,38,14,0,0,0,0,4,2,0,9,1,0,0,0,0
ASV_446,0,0,0,0,0,0,0,1,0,4,227,24,12,0,0,0,0,1,0,0,0,2
ASV_447,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,8,1,4,197
ASV_448,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,169,108
ASV_449,0,0,0,0,0,0,0,0,0,20,33,71,62,0,0,0,0,0,3,0,62,1
ASV_450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0
ASV_451,0,0,0,0,0,0,0,0,0,5,6,8,2,0,0,0,0,0,0,0,49,177
ASV_452,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,243,30,0,2
ASV_453,20,24,49,32,50,70,28,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0
ASV_454,0,0,0,0,0,0,0,0,0,36,73,41,60,0,0,0,0,0,0,0,40,27
ASV_455,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,2
ASV_456,4,8,30,2,30,39,60,52,36,0,0,0,0,0,2,0,5,9,0,0,0,0
ASV_457,0,0,0,0,0,0,0,0,0,18,12,13,10,0,0,0,0,0,1,2,29,156
ASV_458,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,3,212
ASV_459,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,10,0,6,157
ASV_460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ASV_461,7,5,17,10,7,9,10,0,0,0,0,0,0,39,43,51,39,37,0,0,0,0
ASV_462,5,3,4,10,5,4,7,9,2,0,0,0,0,33,45,42,44,60,0,0,0,0
ASV_463,6,45,29,1,17,44,1,66,61,0,0,0,0,0,0,0,2,0,0,0,0,0
ASV_464,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,12,163
ASV_465,0,2,0,0,0,1,0,1,0,32,22,30,15,2,3,2,0,0,2,0,9,0
ASV_466,0,0,3,0,0,0,1,0,0,3,6,4,6,0,0,1,4,0,1,1,0,0
ASV_467,0,0,0,0,0,0,0,0,0,31,20,30,27,0,0,0,0,0,95,4,20,8
ASV_468,0,0,0,0,0,0,0,0,0,12,28,12,23,0,0,0,0,0,48,23,85,11
ASV_469,0,0,0,0,0,0,0,0,0,17,15,5,5,0,0,0,0,0,18,0,18,1
ASV_470,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,0
ASV_471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2
ASV_472,0,0,0,0,0,0,0,0,0,5,0,2,1,0,0,0,0,0,0,0,0,260
ASV_473,39,42,84,26,12,24,11,4,1,0,0,0,0,5,6,3,1,9,0,0,0,0
ASV_474,0,1,0,1,0,0,1,1,0,22,52,40,24,0,0,0,0,0,0,0,0,0
ASV_475,0,0,0,0,0,0,0,0,0,11,7,5,8,0,0,0,0,0,44,13,22,12
ASV_476,0,0,0,0,0,0,0,0,0,14,18,11,7,0,0,0,0,0,0,3,0,0
ASV_477,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,57,35
ASV_478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,69
ASV_479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,22,0,0
ASV_480,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,2,251
ASV_481,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,76,8,72,9
ASV_482,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ASV_483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,246
ASV_484,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,62,0,11,1
ASV_485,31,49,88,28,7,26,10,6,2,0,0,0,0,0,4,3,3,2,0,0,0,0
ASV_486,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,4,8,3,34
ASV_487,10,21,46,8,39,18,47,29,40,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_488,0,0,0,0,0,0,0,0,0,1,6,1,3,1,0,0,0,0,0,0,0,0
ASV_489,2,10,9,6,3,7,1,1,3,0,0,0,0,32,65,30,19,67,0,0,0,0
ASV_490,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,3,208
ASV_491,0,0,0,0,0,0,0,0,0,8,8,6,4,0,0,0,0,0,0,1,155,21
ASV_492,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,12,3,160
ASV_493,5,20,24,20,17,29,16,8,4,0,0,0,0,14,22,19,21,34,0,0,0,0
ASV_494,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,0,0,0,0,0,0,0
ASV_495,0,0,0,0,0,0,0,0,0,5,3,220,2,0,0,0,0,0,0,0,0,0
ASV_496,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,15
ASV_497,0,0,0,0,0,0,0,0,0,20,3,21,10,0,0,0,0,0,0,0,0,0
ASV_498,0,0,0,0,0,0,0,0,0,2,8,21,3,0,0,0,0,0,89,2,3,59
ASV_499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,2,32
ASV_500,16,15,25,5,27,24,40,54,33,0,1,0,0,3,0,0,0,6,0,0,0,0
ASV_501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
ASV_502,0,0,0,0,0,0,0,1,0,4,2,5,2,0,0,0,0,0,0,0,165,22
ASV_503,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,11,0,120,54
ASV_504,7,31,27,12,28,33,31,26,12,0,0,0,0,4,6,4,10,16,0,0,0,0
ASV_505,0,0,0,0,0,0,0,0,0,39,109,34,48,0,0,0,0,0,2,0,0,0
ASV_506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,2,9
ASV_507,1,28,9,15,33,12,3,44,79,0,0,0,0,4,7,3,1,6,0,0,0,1
ASV_508,11,20,50,28,29,29,28,8,8,0,0,0,0,2,11,5,8,9,0,0,0,0
ASV_509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,128,3
ASV_510,0,0,0,0,0,0,0,0,0,2,194,30,17,0,0,0,0,0,2,0,0,0
ASV_511,4,4,7,1,6,9,3,0,2,0,0,0,0,24,48,28,47,61,0,0,0,0
ASV_512,0,0,0,0,0,0,0,0,0,2,3,1,2,0,0,0,0,0,101,0,70,0
ASV_513,5,9,17,14,8,6,9,5,5,0,0,0,0,21,25,20,47,52,0,0,0,0
ASV_514,0,0,0,0,0,0,0,0,0,2,0,7,5,0,0,0,0,0,1,0,226,1
ASV_515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,33,0,46
ASV_516,6,4,18,7,8,17,9,9,4,0,1,0,0,11,37,18,48,45,0,0,0,0
ASV_517,0,0,3,0,2,2,1,0,0,0,0,0,0,36,45,28,47,78,0,0,0,0
ASV_518,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,95,0,0,29
ASV_519,0,0,0,0,0,0,0,0,0,12,17,9,5,1,0,0,0,0,1,0,5,0
ASV_520,0,0,0,0,0,0,0,0,0,57,66,62,54,0,0,0,0,0,0,0,0,0
ASV_521,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60,2,1,18
ASV_522,0,0,3,0,2,0,1,0,0,0,0,0,0,37,40,31,81,43,0,0,0,0
ASV_523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,19,5
ASV_524,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,145,17
ASV_525,0,0,0,0,0,0,0,0,0,1,4,3,2,0,0,0,0,0,43,5,12,6
ASV_526,0,0,0,0,0,0,0,0,0,8,11,12,8,0,0,0,0,0,40,28,34,9
ASV_527,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,4,32,135
ASV_528,1,2,0,6,0,1,0,0,0,0,0,0,0,30,40,43,76,35,0,0,0,0
ASV_529,2,1,2,5,2,0,8,2,0,0,0,5,1,16,33,51,44,59,0,0,0,0
ASV_530,11,16,27,15,31,24,22,49,35,0,0,0,0,1,1,0,0,1,0,0,0,0
ASV_531,7,10,2,10,4,4,2,21,55,0,0,0,0,34,32,27,5,20,0,0,0,0
ASV_532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,222
ASV_533,0,0,0,0,0,0,0,0,0,7,2,1,1,1,0,0,0,0,0,0,173,26
ASV_534,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,163,25
ASV_535,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,2,157,2
ASV_536,0,0,0,0,0,0,0,0,0,6,9,8,12,0,0,1,0,0,0,0,1,0
ASV_537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227
ASV_538,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,1,0,0,0,0
ASV_539,4,0,6,18,4,2,7,2,0,0,0,0,0,35,31,39,42,31,0,0,0,0
ASV_540,0,0,0,0,0,0,0,0,0,6,7,2,2,0,0,0,0,0,0,0,0,203
ASV_541,0,0,0,0,0,0,0,0,0,0,1,200,1,0,0,0,0,0,0,0,0,0
