,CE1,CE2,CE3,CE4,CE161,CE162,CE163,CE164,CE165,JWM1,JWM2,JWM3,JWM4,NH1,NH2,NH3,NH4,NH5
ASV_1309,1,3,3,3,5,0,1,5,10,0,0,0,0,0,0,0,1,0
ASV_1310,2,0,3,14,2,4,3,0,2,0,0,0,0,0,0,0,1,1
ASV_1311,2,1,2,3,2,9,1,2,5,0,0,0,0,0,3,0,1,1
ASV_1312,0,7,2,2,0,4,0,0,1,0,0,0,0,3,6,5,0,2
ASV_1313,0,1,1,3,2,2,1,1,1,0,1,0,0,0,1,1,14,3
ASV_1314,0,2,8,1,0,5,4,6,1,0,0,0,0,1,1,0,0,3
ASV_1315,0,0,6,2,3,6,12,1,2,0,0,0,0,0,0,0,0,0
ASV_1316,0,0,3,2,5,1,5,2,2,0,0,0,0,3,1,0,7,1
ASV_1317,0,0,1,4,3,1,5,1,0,0,0,0,0,7,4,4,2,0
ASV_1318,0,0,1,0,0,1,1,0,0,0,0,0,0,4,3,7,5,10
ASV_1319,0,0,0,1,0,0,1,0,0,0,0,0,0,3,8,12,3,4
ASV_1320,0,0,0,0,0,0,0,1,0,6,6,11,6,0,1,0,1,0
ASV_1321,0,0,0,3,0,0,0,0,0,0,0,3,0,2,6,5,12,1
ASV_1322,0,0,0,0,0,0,0,0,0,5,13,8,5,1,0,0,0,0
ASV_1323,0,0,0,0,0,0,0,0,0,9,7,7,9,0,0,0,0,0
ASV_1324,0,0,0,0,0,0,0,0,0,1,13,8,10,0,0,0,0,0
ASV_1325,0,0,0,0,0,0,0,0,0,2,29,0,1,0,0,0,0,0
ASV_1326,0,0,0,0,0,0,0,0,0,7,8,10,7,0,0,0,0,0
ASV_1327,0,0,0,0,0,0,0,0,0,10,1,10,11,0,0,0,0,0
ASV_1328,0,0,0,0,0,0,0,0,0,19,1,7,5,0,0,0,0,0
ASV_1329,0,0,0,0,0,0,0,0,0,3,13,8,8,0,0,0,0,0
ASV_1330,0,0,0,0,0,0,0,0,0,8,3,3,18,0,0,0,0,0
ASV_1331,0,0,0,0,0,0,0,0,0,6,14,4,8,0,0,0,0,0
ASV_1332,0,0,0,0,0,0,0,0,0,2,7,4,19,0,0,0,0,0
ASV_1333,0,0,0,0,0,0,0,0,0,3,19,5,5,0,0,0,0,0
ASV_1334,0,0,0,0,0,0,0,0,0,0,4,28,0,0,0,0,0,0
ASV_1335,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,1,9
ASV_1336,1,2,3,2,0,2,11,0,1,0,0,0,0,1,2,1,5,0
ASV_1337,4,0,7,4,1,3,2,0,0,0,0,0,0,4,0,0,4,2
ASV_1338,5,7,5,9,0,2,0,0,0,0,0,0,0,1,0,0,0,2
ASV_1339,2,0,0,3,4,4,11,2,5,0,0,0,0,0,0,0,0,0
ASV_1340,1,13,1,0,1,4,1,6,4,0,0,0,0,0,0,0,0,0
ASV_1341,3,1,2,1,0,2,3,0,0,0,0,0,0,1,4,1,9,4
ASV_1342,2,1,0,0,0,0,0,0,0,0,0,0,0,4,3,12,2,7
ASV_1343,5,4,9,1,3,2,1,1,0,0,0,0,0,0,3,1,1,0
ASV_1344,1,1,2,2,0,0,0,0,0,0,0,0,0,1,4,14,3,3
ASV_1345,1,2,3,2,5,4,3,2,5,0,0,0,0,0,2,0,2,0
ASV_1346,1,0,0,5,0,0,0,0,0,0,0,0,0,3,2,6,7,7
ASV_1347,0,1,0,0,0,0,0,0,0,2,3,17,8,0,0,0,0,0
ASV_1348,0,1,3,2,1,0,0,3,0,0,0,0,0,2,3,1,12,3
ASV_1349,0,0,1,1,0,0,0,0,0,0,0,0,0,5,5,9,8,2
ASV_1350,0,0,0,0,0,0,0,0,0,6,8,8,9,0,0,0,0,0
ASV_1351,0,0,0,0,0,0,0,0,0,6,12,7,5,0,0,1,0,0
ASV_1352,0,0,0,0,0,0,0,0,0,16,3,2,7,0,0,0,1,2
ASV_1353,0,0,0,0,0,0,0,0,0,1,15,8,7,0,0,0,0,0
ASV_1354,0,0,0,0,0,0,0,0,0,0,11,6,14,0,0,0,0,0
ASV_1355,0,0,0,0,0,0,0,0,0,0,10,13,8,0,0,0,0,0
ASV_1356,1,4,4,0,5,4,5,2,2,0,0,0,0,0,0,1,2,0
ASV_1357,2,9,3,0,4,5,4,3,0,0,0,0,0,0,0,0,0,0
ASV_1358,3,3,17,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0
ASV_1359,1,0,5,12,8,2,1,1,0,0,0,0,0,0,0,0,0,0
ASV_1360,5,2,1,4,0,3,3,1,2,0,0,0,0,0,1,8,0,0
ASV_1361,2,7,15,2,1,0,0,2,0,0,0,0,0,0,0,0,0,1
ASV_1362,3,0,0,0,1,4,3,0,0,0,0,0,0,2,7,1,8,1
ASV_1363,2,0,1,4,0,1,1,0,0,0,0,0,0,2,8,3,3,5
ASV_1364,1,2,2,5,1,1,0,5,1,0,0,0,0,0,1,3,4,4
ASV_1365,2,1,1,1,0,2,0,0,1,0,0,0,0,5,6,2,3,6
ASV_1366,3,0,1,2,0,3,0,0,0,0,0,0,0,0,5,8,3,5
ASV_1367,0,2,3,0,1,0,0,4,4,1,0,1,2,2,3,2,3,2
ASV_1368,0,1,0,1,1,1,1,0,0,0,0,0,0,1,8,9,4,3
ASV_1369,0,1,5,6,0,1,2,0,4,0,0,0,0,0,2,0,8,1
ASV_1370,0,1,3,0,0,0,1,0,0,3,6,4,6,0,1,1,4,0
ASV_1371,0,2,2,3,0,1,1,0,1,0,0,0,0,5,4,2,3,6
ASV_1372,0,0,1,1,1,1,9,4,5,0,0,0,0,1,3,1,0,3
ASV_1373,0,0,0,0,2,0,0,12,15,0,0,0,0,1,0,0,0,0
ASV_1374,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,7,8,9
ASV_1375,0,0,2,1,2,2,12,4,2,0,0,0,0,1,3,1,0,0
ASV_1376,0,0,0,0,0,0,0,0,0,7,4,9,10,0,0,0,0,0
ASV_1377,0,0,0,0,0,0,0,0,0,6,19,0,5,0,0,0,0,0
ASV_1378,0,0,0,0,0,0,0,0,0,8,7,11,2,0,1,0,1,0
ASV_1379,0,0,0,0,0,0,0,0,0,3,7,10,10,0,0,0,0,0
ASV_1380,0,0,0,0,0,0,0,0,0,10,5,9,6,0,0,0,0,0
ASV_1381,0,0,0,0,0,0,0,0,0,5,10,9,6,0,0,0,0,0
ASV_1382,0,0,0,0,0,0,0,0,0,8,14,4,4,0,0,0,0,0
ASV_1383,0,0,0,0,0,0,0,0,0,0,3,27,0,0,0,0,0,0
ASV_1384,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,4,6
ASV_1385,1,0,0,1,0,2,0,0,1,0,0,0,0,0,2,7,1,14
ASV_1386,6,2,0,4,1,0,7,0,0,0,0,0,0,0,1,0,5,3
ASV_1387,4,8,5,7,2,1,1,0,1,0,0,0,0,0,0,0,0,0
ASV_1388,1,0,0,2,1,0,1,0,0,0,1,1,0,1,5,1,5,10
ASV_1389,2,0,1,6,1,1,14,0,0,4,0,0,0,0,0,0,0,0
ASV_1390,1,1,3,10,0,2,5,0,0,0,0,0,0,0,1,3,3,0
ASV_1391,1,4,2,2,1,2,0,0,0,0,0,0,0,1,4,3,7,2
ASV_1392,6,5,3,7,1,1,0,1,0,0,0,0,0,0,1,2,0,2
ASV_1393,2,1,2,1,2,1,0,1,3,0,0,0,0,0,2,5,6,3
ASV_1394,1,7,3,1,1,3,2,3,4,0,0,0,0,1,1,0,0,2
ASV_1395,2,1,3,2,0,0,0,0,0,0,0,0,0,2,1,8,3,7
ASV_1396,1,2,0,0,1,1,3,4,14,0,0,0,0,0,0,2,1,0
ASV_1397,2,2,7,2,2,4,5,2,1,0,0,0,0,0,0,0,0,2
ASV_1398,4,3,3,0,1,0,0,0,0,0,0,0,0,2,0,3,2,11
ASV_1399,2,0,2,1,1,0,0,0,0,0,0,0,0,2,9,4,5,3
ASV_1400,0,3,0,0,0,1,3,3,18,0,0,0,0,0,1,0,0,0
ASV_1401,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,6,8,9
ASV_1402,0,4,0,0,1,2,6,10,6,0,0,0,0,0,0,0,0,0
ASV_1403,0,3,4,0,1,3,3,4,8,0,0,0,0,3,0,0,0,0
ASV_1404,0,0,1,2,3,5,2,0,0,0,0,0,0,0,4,6,4,2
ASV_1405,0,0,4,2,7,6,5,0,0,0,0,0,0,0,0,4,1,0
ASV_1406,0,0,1,1,1,0,2,0,0,0,0,0,0,3,3,1,7,10
ASV_1407,0,0,1,1,5,4,3,9,4,0,0,0,0,0,0,0,2,0
ASV_1408,0,0,0,0,0,0,1,0,0,0,0,0,0,7,6,4,0,11
ASV_1409,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,12,12
ASV_1410,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,1,0
ASV_1411,0,0,0,0,0,0,0,0,0,3,15,6,5,0,0,0,0,0
ASV_1412,0,0,0,0,0,0,0,0,0,6,1,17,5,0,0,0,0,0
ASV_1413,0,0,0,0,0,0,0,0,0,11,4,8,6,0,0,0,0,0
ASV_1414,0,0,0,0,0,0,0,0,0,8,8,5,8,0,0,0,0,0
ASV_1415,0,0,0,0,0,0,0,0,0,7,7,9,6,0,0,0,0,0
ASV_1416,0,0,0,0,0,0,0,0,0,11,6,10,2,0,0,0,0,0
ASV_1417,0,0,0,0,0,0,0,0,0,1,14,4,10,0,0,0,0,0
ASV_1418,0,0,0,0,0,0,0,0,0,4,6,5,14,0,0,0,0,0
ASV_1419,0,0,0,0,0,0,0,0,0,0,11,12,5,0,0,0,1,0
ASV_1420,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0
ASV_1421,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,10,10
ASV_1422,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,13
ASV_1423,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,9,4,9
ASV_1424,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,2,16
ASV_1425,5,0,5,5,1,5,1,0,0,0,0,0,0,2,2,0,1,1
ASV_1426,5,9,0,3,3,2,0,2,4,0,0,0,0,0,0,0,0,0
ASV_1427,1,1,0,3,3,4,0,7,0,0,0,0,0,0,2,2,1,4
ASV_1428,1,5,11,2,0,3,1,0,0,1,0,0,0,1,1,0,0,2
ASV_1429,2,3,3,3,1,5,3,2,1,0,0,0,0,0,1,1,1,2
ASV_1430,2,2,0,2,2,6,5,0,0,0,0,0,0,2,2,1,1,3
ASV_1431,1,1,1,0,0,2,0,2,1,0,0,0,0,2,3,1,10,4
ASV_1432,0,1,0,0,3,2,0,0,0,0,0,0,0,5,3,3,6,5
ASV_1433,0,3,3,1,0,0,2,2,0,0,0,0,0,0,2,2,11,2
ASV_1434,0,1,0,1,4,2,4,5,0,0,0,0,0,2,1,0,4,4
ASV_1435,0,2,0,1,0,0,1,0,1,0,0,0,0,1,2,3,1,16
ASV_1436,0,0,0,0,1,2,0,0,0,0,0,0,0,0,8,4,3,10
ASV_1437,0,0,0,0,1,1,1,13,11,0,0,1,0,0,0,0,0,0
ASV_1438,0,0,1,0,1,0,0,0,0,0,0,0,0,4,5,8,4,5
ASV_1439,0,0,1,10,0,2,0,0,0,0,0,0,0,0,2,8,2,3
ASV_1440,0,0,0,1,0,1,3,0,0,3,0,0,1,4,4,2,6,3
ASV_1441,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,8,10,3
ASV_1442,0,0,0,0,0,0,1,0,0,0,0,0,0,7,4,4,11,1
ASV_1443,0,0,0,0,0,0,0,0,0,7,6,10,5,0,0,0,0,0
ASV_1444,0,0,0,0,0,0,0,0,0,4,14,3,7,0,0,0,0,0
ASV_1445,0,0,0,0,0,0,0,0,0,6,6,13,3,0,0,0,0,0
ASV_1446,0,0,0,0,0,0,0,0,0,9,15,2,2,0,0,0,0,0
ASV_1447,0,0,0,0,0,0,0,0,0,7,12,3,6,0,0,0,0,0
ASV_1448,0,0,0,0,0,0,0,0,0,6,4,8,10,0,0,0,0,0
ASV_1449,0,0,0,0,0,0,0,0,0,7,3,12,6,0,0,0,0,0
ASV_1450,0,0,0,0,0,0,0,0,0,7,6,10,5,0,0,0,0,0
ASV_1451,0,0,0,0,0,0,0,0,0,3,14,8,3,0,0,0,0,0
ASV_1452,0,0,0,0,0,0,0,0,0,5,5,6,12,0,0,0,0,0
ASV_1453,0,0,0,0,0,0,0,0,0,9,3,11,5,0,0,0,0,0
ASV_1454,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1,0,0
ASV_1455,0,0,0,0,0,0,0,0,0,0,27,0,1,0,0,0,0,0
ASV_1456,0,0,0,0,0,0,0,0,0,0,8,16,4,0,0,0,0,0
ASV_1457,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,5,5
ASV_1458,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,5,10
ASV_1459,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,6,7
ASV_1460,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,10,3
ASV_1461,1,1,3,0,9,6,5,2,0,0,0,0,0,0,0,0,0,0
ASV_1462,2,1,2,1,1,1,0,0,0,0,0,0,0,0,6,3,6,4
ASV_1463,1,0,2,4,0,0,1,0,0,0,0,0,0,1,5,7,5,1
ASV_1464,1,4,3,5,3,2,2,0,2,0,0,0,0,0,1,1,2,1
ASV_1465,1,0,1,1,2,3,5,7,4,0,1,0,0,0,0,0,1,1
ASV_1466,2,0,0,1,1,1,1,6,0,0,0,0,0,2,1,5,6,1
ASV_1467,9,0,0,1,0,1,1,0,0,0,0,0,0,4,5,0,5,1
ASV_1468,2,1,0,2,1,2,4,0,0,0,0,0,0,2,3,6,3,1
ASV_1469,1,0,0,0,0,0,0,0,0,0,0,0,0,8,13,2,1,2
ASV_1470,1,1,0,1,2,5,0,1,1,0,0,0,0,0,6,2,5,2
ASV_1471,1,2,1,0,0,2,1,0,2,0,0,0,0,4,1,5,4,4
ASV_1472,1,1,0,1,0,0,0,0,0,0,0,0,0,4,5,5,6,4
ASV_1473,1,1,4,3,2,0,3,1,1,0,4,4,0,1,0,0,0,2
ASV_1474,0,3,6,2,5,4,4,1,2,0,0,0,0,0,0,0,0,0
ASV_1475,0,4,5,1,2,0,1,2,1,0,0,1,0,0,4,2,1,3
ASV_1476,0,0,0,1,1,0,0,4,0,0,0,0,0,1,2,6,6,6
ASV_1477,0,0,3,0,1,1,0,7,14,0,0,0,0,0,1,0,0,0
ASV_1478,0,0,0,2,1,1,0,0,0,0,0,0,0,4,5,4,3,7
ASV_1479,0,0,0,4,6,2,6,1,8,0,0,0,0,0,0,0,0,0
ASV_1480,0,0,0,0,0,2,1,0,0,6,2,13,3,0,0,0,0,0
ASV_1481,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,9,5,5
ASV_1482,0,0,0,1,0,2,1,0,0,0,0,0,0,2,11,1,7,2
ASV_1483,0,0,0,0,0,1,2,0,1,0,0,0,0,1,4,5,10,3
ASV_1484,0,0,0,0,0,1,0,0,0,9,8,2,7,0,0,0,0,0
ASV_1485,0,0,0,0,0,0,1,0,0,0,0,0,0,5,7,1,9,4
ASV_1486,0,0,2,0,0,0,1,1,1,4,5,3,4,2,0,1,1,2
ASV_1487,0,0,0,0,0,0,0,2,0,0,0,0,0,8,7,5,4,1
ASV_1488,0,0,1,0,0,0,0,0,0,1,9,3,7,2,3,0,0,1
ASV_1489,0,0,0,0,0,0,0,0,0,3,9,12,3,0,0,0,0,0
ASV_1490,0,0,0,0,0,0,0,0,0,1,9,12,5,0,0,0,0,0
ASV_1491,0,0,0,0,0,0,0,0,0,10,2,10,5,0,0,0,0,0
ASV_1492,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0,0,0,0
ASV_1493,0,0,0,0,0,0,0,0,0,11,8,5,3,0,0,0,0,0
ASV_1494,0,0,0,0,0,0,0,0,0,6,10,3,8,0,0,0,0,0
ASV_1495,0,0,0,0,0,0,0,0,0,14,7,6,0,0,0,0,0,0
ASV_1496,0,0,0,0,0,0,0,0,0,6,9,8,3,0,0,0,0,1
ASV_1497,0,0,0,0,0,0,0,0,0,9,8,2,5,0,0,1,0,2
ASV_1498,0,0,0,0,0,0,0,0,0,6,11,5,5,0,0,0,0,0
ASV_1499,0,0,0,0,0,0,0,0,0,4,7,8,6,0,0,0,1,1
ASV_1500,0,0,0,0,0,0,0,0,0,0,2,22,3,0,0,0,0,0
ASV_1501,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,9,0
ASV_1502,1,2,1,2,2,2,5,0,2,0,0,0,0,0,4,2,2,1
ASV_1503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,6,4
ASV_1504,1,4,0,1,0,1,0,0,0,0,0,0,0,2,4,5,3,5
ASV_1505,2,6,2,2,1,3,3,4,3,0,0,0,0,0,0,0,0,0
ASV_1506,2,0,0,0,0,0,1,0,0,0,0,0,0,3,4,8,5,3
ASV_1507,1,0,0,3,0,0,0,0,0,0,0,0,0,2,1,2,8,9
ASV_1508,2,1,1,0,0,0,0,4,8,0,0,0,0,5,2,2,0,1
ASV_1509,2,8,0,2,3,5,1,0,1,0,0,0,0,0,0,1,1,2
ASV_1510,2,4,0,4,0,0,0,1,5,0,0,0,0,4,1,0,1,4
ASV_1511,1,1,0,0,0,5,0,1,3,0,0,0,0,0,4,2,7,2
ASV_1512,1,3,0,6,2,6,2,0,0,0,0,0,0,0,3,1,0,2
ASV_1513,2,6,2,5,1,1,1,1,0,0,0,0,0,3,2,0,1,1
ASV_1514,1,0,0,5,0,1,1,0,0,0,0,0,0,3,1,2,6,6
ASV_1515,1,1,4,4,0,4,2,0,1,0,0,0,0,0,2,2,4,1
ASV_1516,3,1,0,0,2,0,2,1,4,0,0,0,0,3,3,2,3,2
ASV_1517,0,1,6,0,0,0,2,0,0,0,0,0,0,5,2,0,10,0
ASV_1518,0,3,2,1,0,1,5,0,0,0,0,0,0,6,3,2,2,1
ASV_1519,0,1,1,0,0,0,0,0,0,11,7,2,3,1,0,0,0,0
ASV_1520,0,2,0,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0
ASV_1521,0,1,0,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0
ASV_1522,0,1,0,0,1,0,2,0,1,0,0,0,0,4,8,1,6,2
ASV_1523,0,2,4,4,1,1,0,2,0,0,0,0,0,3,1,1,1,6
ASV_1524,0,0,2,0,1,1,0,0,1,0,0,0,0,6,5,2,5,3
ASV_1525,0,0,0,2,1,1,2,0,0,6,0,0,0,0,2,5,3,4
ASV_1526,0,0,0,0,1,0,1,0,0,0,0,0,0,2,7,4,4,7
ASV_1527,0,0,0,1,0,1,1,0,0,0,0,0,0,4,4,5,8,2
ASV_1528,0,0,0,0,0,0,0,0,1,2,5,3,5,3,0,0,5,2
ASV_1529,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,5,9,6
ASV_1530,0,0,0,1,0,0,0,0,0,2,6,10,7,0,0,0,0,0
ASV_1531,0,0,0,0,0,0,0,0,0,14,4,5,3,0,0,0,0,0
ASV_1532,0,0,0,0,0,0,0,0,0,5,11,6,4,0,0,0,0,0
ASV_1533,0,0,0,0,0,0,0,0,0,8,8,6,4,0,0,0,0,0
ASV_1534,0,0,0,0,0,0,0,0,0,1,9,11,5,0,0,0,0,0
ASV_1535,0,0,0,0,0,0,0,0,0,1,17,7,1,0,0,0,0,0
ASV_1536,0,0,0,0,0,0,0,0,0,6,8,5,7,0,0,0,0,0
ASV_1537,0,0,0,0,0,0,0,0,0,1,7,10,8,0,0,0,0,0
ASV_1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
ASV_1539,1,4,10,3,1,3,0,0,0,0,0,0,0,0,3,0,0,0
ASV_1540,3,0,1,0,0,0,0,0,0,0,0,0,0,6,3,4,8,0
ASV_1541,4,0,3,6,2,6,3,0,0,0,0,0,0,1,0,0,0,0
ASV_1542,3,2,2,3,1,5,3,0,0,0,0,0,0,0,1,1,1,3
ASV_1543,4,5,1,5,1,4,0,0,3,0,0,0,0,0,1,0,1,0
ASV_1544,1,3,2,2,0,2,1,0,2,3,3,1,1,0,3,0,1,0
ASV_1545,1,1,0,0,2,2,5,0,0,0,0,0,0,0,2,3,2,7
ASV_1546,1,0,1,2,1,0,1,0,0,0,0,0,0,6,3,4,2,4
ASV_1547,1,1,1,1,0,3,2,0,0,0,0,0,0,1,6,3,2,4
ASV_1548,1,0,1,4,1,2,0,0,0,0,0,0,0,0,3,0,7,6
ASV_1549,3,0,0,11,0,2,3,0,0,0,0,0,0,0,2,1,2,1
ASV_1550,1,2,6,1,3,2,0,3,5,0,0,0,0,0,0,0,2,0
ASV_1551,2,2,8,2,3,5,1,1,0,0,0,0,0,0,0,0,0,1
ASV_1552,1,5,4,0,4,0,1,2,7,0,0,0,0,1,0,0,0,0
ASV_1553,0,1,0,0,0,3,0,0,0,0,0,0,0,2,4,3,3,9
ASV_1554,0,1,2,0,6,4,9,0,0,0,0,0,0,0,0,0,3,0
ASV_1555,0,2,0,0,0,0,0,6,17,0,0,0,0,0,0,0,0,0
ASV_1556,0,1,2,1,0,1,0,3,17,0,0,0,0,0,0,0,0,0
ASV_1557,0,2,7,1,1,3,5,2,0,1,3,0,0,0,0,0,0,0
ASV_1558,0,5,0,0,0,1,0,4,10,0,0,0,0,0,3,2,0,0
ASV_1559,0,1,5,8,1,3,1,4,1,0,1,0,0,0,0,0,0,0
ASV_1560,0,1,1,8,4,2,0,1,0,0,0,0,0,0,4,0,2,2
ASV_1561,0,0,0,0,0,0,1,0,0,0,0,2,0,2,2,12,4,2
ASV_1562,0,0,0,0,0,0,0,6,19,0,0,0,0,0,0,0,0,0
ASV_1563,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0
ASV_1564,0,0,0,0,0,0,0,0,1,1,6,4,5,2,1,1,0,4
ASV_1565,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,7,7,6
ASV_1566,0,0,0,0,0,0,0,0,0,9,5,8,3,0,0,0,0,0
ASV_1567,0,0,0,0,0,0,0,0,0,8,4,6,7,0,0,0,0,0
ASV_1568,0,0,0,0,0,0,0,0,0,1,2,19,3,0,0,0,0,0
ASV_1569,0,0,0,0,0,0,0,0,0,11,2,8,4,0,0,0,0,0
ASV_1570,0,0,0,0,0,0,0,0,0,9,4,4,8,0,0,0,0,0
ASV_1571,0,0,0,0,0,0,0,0,0,9,9,5,2,0,0,0,0,0
ASV_1572,0,0,0,0,0,0,0,0,0,4,10,8,3,0,0,0,0,0
ASV_1573,0,0,0,0,0,0,0,0,0,4,13,6,2,0,0,0,0,0
ASV_1574,0,0,0,0,0,0,0,0,0,5,5,9,6,0,0,0,0,0
ASV_1575,0,0,0,0,0,0,0,0,0,3,10,6,6,0,0,0,0,0
ASV_1576,0,0,0,0,0,0,0,0,0,2,8,12,3,0,0,0,0,0
ASV_1577,0,0,0,0,0,0,0,0,0,7,4,10,4,0,0,0,0,0
ASV_1578,0,0,0,0,0,0,0,0,0,9,2,8,6,0,0,0,0,0
ASV_1579,0,0,0,0,0,0,0,0,0,0,21,1,3,0,0,0,0,0
ASV_1580,0,0,0,0,0,0,0,0,0,0,19,2,4,0,0,0,0,0
ASV_1581,0,0,0,0,0,0,0,0,0,0,1,23,1,0,0,0,0,0
ASV_1582,0,0,0,0,0,0,0,0,0,0,11,8,6,0,0,0,0,0
ASV_1583,7,2,1,7,3,1,0,0,0,0,0,0,0,0,1,0,2,0
ASV_1584,1,0,1,2,0,2,1,0,0,0,0,0,0,4,4,2,3,4
ASV_1585,1,2,1,4,0,2,2,0,0,0,0,0,0,3,4,1,2,2
ASV_1586,2,0,4,1,0,0,1,0,0,0,0,0,0,4,2,3,3,4
ASV_1587,6,0,3,6,1,4,1,0,0,0,0,0,0,0,2,0,0,1
ASV_1588,1,0,0,0,1,2,0,0,0,0,0,0,0,3,3,9,3,2
ASV_1589,4,1,2,7,1,1,2,1,0,0,0,0,1,1,1,1,1,0
ASV_1590,5,1,1,1,0,0,2,0,1,0,0,0,0,1,0,0,9,3
ASV_1591,2,3,1,1,5,4,1,3,3,0,0,0,0,0,1,0,0,0
ASV_1592,1,9,2,1,2,1,0,2,6,0,0,0,0,0,0,0,0,0
ASV_1593,1,1,0,2,1,1,1,0,0,0,0,0,0,6,4,3,3,1
ASV_1594,0,1,0,2,0,0,0,0,0,0,0,0,0,0,6,2,4,9
ASV_1595,0,8,1,2,0,1,0,2,7,0,0,0,0,0,0,1,2,0
ASV_1596,0,4,5,5,4,1,1,0,1,0,0,0,0,0,0,0,0,3
ASV_1597,0,0,0,0,1,2,0,0,0,0,1,0,0,3,3,6,7,1
ASV_1598,0,0,7,2,2,3,1,1,3,0,0,0,0,0,0,2,2,1
ASV_1599,0,0,0,0,0,1,1,0,0,10,4,1,7,0,0,0,0,0
ASV_1600,0,0,0,0,0,1,0,0,0,5,1,15,2,0,0,0,0,0
ASV_1601,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,2,5,11
ASV_1602,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4,8,2,7
ASV_1603,0,0,0,0,0,1,0,0,0,0,0,0,0,6,11,0,5,1
ASV_1604,0,0,0,1,0,0,1,0,0,0,0,0,0,2,7,5,3,5
ASV_1605,0,0,0,0,0,0,0,1,0,10,4,4,5,0,0,0,0,0
ASV_1606,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,5,7,5
ASV_1607,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,8,4,6
ASV_1608,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,3,7,5
ASV_1609,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4,3,8,3
ASV_1610,0,0,0,0,0,0,0,0,0,7,15,2,0,0,0,0,0,0
ASV_1611,0,0,0,0,0,0,0,0,0,1,14,5,4,0,0,0,0,0
ASV_1612,0,0,0,0,0,0,0,0,0,12,7,2,3,0,0,0,0,0
ASV_1613,0,0,0,0,0,0,0,0,0,9,4,6,5,0,0,0,0,0
ASV_1614,0,0,0,0,0,0,0,0,0,6,7,9,2,0,0,0,0,0
ASV_1615,0,0,0,0,0,0,0,0,0,3,7,4,8,0,1,0,0,1
ASV_1616,0,0,0,0,0,0,0,0,0,7,2,11,4,0,0,0,0,0
ASV_1617,0,0,0,0,0,0,0,0,0,1,11,6,6,0,0,0,0,0
ASV_1618,0,0,0,0,0,0,0,0,0,9,5,7,3,0,0,0,0,0
ASV_1619,0,0,0,0,0,0,0,0,0,3,12,5,4,0,0,0,0,0
ASV_1620,0,0,0,0,0,0,0,0,0,13,6,1,4,0,0,0,0,0
ASV_1621,0,0,0,0,0,0,0,0,0,6,4,5,9,0,0,0,0,0
ASV_1622,0,0,0,0,0,0,0,0,0,0,3,19,2,0,0,0,0,0
ASV_1623,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1,7,6,3
ASV_1624,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,7,0,3
ASV_1625,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,8,3,0
ASV_1626,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,5,5
ASV_1627,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,1,10
ASV_1628,1,0,2,2,3,3,1,2,4,0,0,0,0,1,0,1,1,2
ASV_1629,2,1,3,2,1,0,1,0,0,0,0,0,0,0,5,2,3,3
ASV_1630,1,1,0,3,0,2,0,4,4,0,0,0,0,1,2,2,2,1
ASV_1631,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,9
