,Kingdom,Phylum,Class,Order,Family,Genus,,,,,
ASV_3107,Bacteria,Proteobacteria,NA,NA,NA,NA,,,,,
ASV_3108,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_3110,Bacteria,Sva0485,NA,NA,NA,NA,,,,,
ASV_3111,Bacteria,Patescibacteria,NA,NA,NA,NA,,,,,
ASV_3112,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_3113,Bacteria,Planctomycetota,NA,NA,NA,NA,,,,,
ASV_3114,Archaea,Asgardarchaeota,Heimdallarchaeia,NA,NA,NA,,,,,
ASV_3118,Bacteria,Caldatribacteriota,JS1,NA,NA,NA,,,,,
ASV_3123,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_3134,Bacteria,Chloroflexi,TK10,NA,NA,NA,,,,,
ASV_3150,Bacteria,Actinobacteriota,Acidimicrobiia,NA,NA,NA,,,,,
ASV_3152,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,,,,,
ASV_3155,Bacteria,Proteobacteria,NA,NA,NA,NA,,,,,
ASV_3162,Bacteria,Planctomycetota,Planctomycetes,NA,NA,NA,,,,,
ASV_3172,Bacteria,Actinobacteriota,NA,NA,NA,NA,,,,,
ASV_3176,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_3177,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_3181,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_3185,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_3194,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_3232,Bacteria,Verrucomicrobiota,Lentisphaeria,NA,NA,NA,,,,,
ASV_3234,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_3235,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,,,,,
ASV_3236,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_3237,Bacteria,Chloroflexi,Anaerolineae,NA,NA,NA,,,,,
ASV_3238,Bacteria,Verrucomicrobiota,NA,NA,NA,NA,,,,,
ASV_3240,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_3246,Bacteria,Bdellovibrionota,NA,NA,NA,NA,,,,,
ASV_3248,Bacteria,Proteobacteria,NA,NA,NA,NA,,,,,
ASV_3250,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_3260,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,,,,,
ASV_3268,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,,,,,
ASV_3269,Bacteria,Chloroflexi,TK10,NA,NA,NA,,,,,
ASV_3279,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,,,,,
ASV_3281,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_3282,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_3290,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_3294,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_3295,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_3307,Bacteria,Chloroflexi,NA,NA,NA,NA,,,,,
ASV_3312,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_3315,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_3316,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_344,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_352,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_353,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,,,,,
ASV_363,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_375,Bacteria,Proteobacteria,NA,NA,NA,NA,,,,,
ASV_376,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_390,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_399,Bacteria,Latescibacterota,NA,NA,NA,NA,,,,,
ASV_456,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_468,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_484,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_492,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_517,Bacteria,WPS-2,NA,NA,NA,NA,,,,,
ASV_531,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_535,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_591,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_639,Bacteria,Myxococcota,NA,NA,NA,NA,,,,,
ASV_641,Bacteria,Latescibacterota,NA,NA,NA,NA,,,,,
ASV_655,Bacteria,Latescibacterota,NA,NA,NA,NA,,,,,
ASV_666,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_679,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_681,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_688,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_709,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_718,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_727,Bacteria,WPS-2,NA,NA,NA,NA,,,,,
ASV_738,Bacteria,Nitrospirota,Thermodesulfovibrionia,NA,NA,NA,,,,,
ASV_749,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_751,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_772,Bacteria,Planctomycetota,vadinHA49,NA,NA,NA,,,,,
ASV_794,Bacteria,SAR324_clade(Marine_group_B),NA,NA,NA,NA,,,,,
ASV_808,Bacteria,Acidobacteriota,Subgroup_26,NA,NA,NA,,,,,
ASV_809,Bacteria,Sva0485,NA,NA,NA,NA,,,,,
ASV_814,Bacteria,Latescibacterota,NA,NA,NA,NA,,,,,
ASV_835,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_845,Bacteria,Verrucomicrobiota,NA,NA,NA,NA,,,,,
ASV_877,Bacteria,Planctomycetota,OM190,NA,NA,NA,,,,,
ASV_891,Bacteria,Chloroflexi,NA,NA,NA,NA,,,,,
ASV_936,Bacteria,Actinobacteriota,WCHB1-81,NA,NA,NA,,,,,
ASV_956,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_958,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,,,,,
ASV_968,Bacteria,Verrucomicrobiota,Kiritimatiellae,NA,NA,NA,,,,,
ASV_983,Bacteria,NB1-j,NA,NA,NA,NA,,,,,
ASV_977,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,,,,,
ASV_1488,Bacteria,Actinobacteriota,Actinobacteria,Nitriliruptorales,Nitriliruptoraceae,NA,,,,,
ASV_1136,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,Cm1-21,,,,,
ASV_1361,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,NA,,,,,
ASV_1422,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,AqS1,,,,,
ASV_1715,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,SZB85,,,,,
ASV_1794,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,MSB-1D1,,,,,
ASV_189,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,FS142-36B-02,,,,,
ASV_2293,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,NA,,,,,
ASV_2400,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,NA,,,,,
ASV_2688,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,FS142-36B-02,,,,,
ASV_668,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,3PJM14,,,,,
ASV_825,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,AqS1,,,,,
ASV_894,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,Cm1-21,,,,,
ASV_104,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,,,,,
ASV_1111,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,,,,,
ASV_1512,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,,,,,
ASV_154,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,,,,,
ASV_1798,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,,,,,
ASV_28,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,,,,,
ASV_398,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,,,,,
ASV_447,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,,,,,
ASV_507,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,,,,,
ASV_575,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,,,,,
ASV_707,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,,,,,
ASV_820,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,,,,,
ASV_828,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,,,,,
ASV_881,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,,,,,
ASV_732,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Candidatus_Nitrocosmicus,,,,,
ASV_1698,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,,,,,
ASV_1725,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,,,,,
ASV_2005,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,,,,,
ASV_233,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,,,,,
ASV_2548,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,LS-NOB,,,,,
ASV_470,Bacteria,Nitrospinota,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,,,,,
ASV_1204,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,,,,,
ASV_1510,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,,,,,
ASV_205,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,,,,,
ASV_2750,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,,,,,
ASV_58,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,,,,,
ASV_737,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,,,,,
ASV_826,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,,,,,
ASV_940,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,,,,,
ASV_981,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,,,,,
ASV_2184,Bacteria,Proteobacteria,Gammaproteobacteria,NKB5,NA,NA,,,,,
ASV_2721,Bacteria,Proteobacteria,Alphaproteobacteria,NRL2,NA,NA,,,,,
ASV_2800,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,Candidatus_Obscuribacter,,,,,
ASV_2871,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,NA,,,,,
ASV_1042,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,,,,,
ASV_1944,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,P13-46,NA,,,,,
ASV_209,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,NA,,,,,
ASV_2198,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella,,,,,
ASV_2431,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,,,,,
ASV_2974,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Oleispira,,,,,
ASV_460,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,NA,,,,,
ASV_676,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Nitrincola,,,,,
ASV_810,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,NA,,,,,
ASV_963,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,,,,,
ASV_1040,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,,,,,
ASV_1083,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,,,,,
ASV_1218,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,,,,,
ASV_1344,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,,,,,
ASV_1356,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,,,,,
ASV_1393,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,,,,,
ASV_1433,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,,,,,
ASV_1655,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexales_fa,Oligoflexus,,,,,
ASV_1716,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,,,,,
ASV_1775,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexales_fa,Pseudobacteriovorax,,,,,
ASV_1789,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,,,,,
ASV_1849,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,,,,,
ASV_2018,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,,,,,
ASV_2350,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,,,,,
ASV_2355,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,,,,,
ASV_2360,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,,,,,
ASV_2502,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,,,,,
ASV_2669,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,,,,,
ASV_2675,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,,,,,
ASV_2682,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,,,,,
ASV_2692,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,,,,,
ASV_2820,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,,,,,
ASV_2828,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,,,,,
ASV_2873,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,,,,,
ASV_3007,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,,,,,
ASV_3117,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexales_fa,Pseudobacteriovorax,,,,,
ASV_3135,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,,,,,
ASV_3156,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,,,,,
ASV_3184,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,,,,,
ASV_3251,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,,,,,
ASV_839,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,,,,,
ASV_842,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,,,,,
ASV_1039,Bacteria,Proteobacteria,Gammaproteobacteria,OM182_clade,NA,NA,,,,,
ASV_2404,Bacteria,Proteobacteria,Gammaproteobacteria,OM182_clade,NA,NA,,,,,
ASV_630,Bacteria,Proteobacteria,Gammaproteobacteria,OM182_clade,NA,NA,,,,,
ASV_1112,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,koll11,NA,,,,,
ASV_1364,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,koll11,NA,,,,,
ASV_1385,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,koll11,NA,,,,,
ASV_1429,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,koll11,NA,,,,,
ASV_1595,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus,,,,,
ASV_1719,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,koll11,NA,,,,,
ASV_1721,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,koll11,NA,,,,,
ASV_1770,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,koll11,NA,,,,,
ASV_1780,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,koll11,NA,,,,,
ASV_1844,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,koll11,NA,,,,,
ASV_1852,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,koll11,NA,,,,,
ASV_2012,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,NA,NA,,,,,
ASV_2017,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,koll11,NA,,,,,
ASV_2085,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus,,,,,
ASV_2256,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,koll11,NA,,,,,
ASV_2273,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus,,,,,
ASV_2332,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,NA,NA,,,,,
ASV_2340,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus,,,,,
ASV_2592,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,NA,NA,,,,,
ASV_2772,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,koll11,NA,,,,,
ASV_2787,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus,,,,,
ASV_2795,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus,,,,,
ASV_2878,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,NA,NA,,,,,
ASV_2978,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,koll11,NA,,,,,
ASV_3012,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus,,,,,
ASV_3124,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,koll11,NA,,,,,
ASV_3283,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,NA,NA,,,,,
ASV_3311,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus_Omnitrophus,,,,,
ASV_570,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,koll11,NA,,,,,
ASV_780,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,koll11,NA,,,,,
ASV_1151,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Diplosphaera,,,,,
ASV_1300,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Lentimonas,,,,,
ASV_1557,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Cephaloticoccus,,,,,
ASV_1581,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,IMCC26134,,,,,
ASV_1682,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,NA,,,,,
ASV_1917,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,,,,,
ASV_1942,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Diplosphaera,,,,,
ASV_2235,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,,,,,
ASV_2421,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,NA,,,,,
ASV_2770,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Verruc-01,,,,,
ASV_605,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Diplosphaera,,,,,
ASV_632,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,NA,NA,,,,,
ASV_938,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,,,,,
ASV_959,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Verruc-01,,,,,
ASV_2646,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,Butyricicoccus,,,,,
ASV_2734,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,,,,,
ASV_1418,Bacteria,Cyanobacteria,Cyanobacteriia,Oxyphotobacteria_Incertae_Sedis,Unclassified,Phormidium_CYN64,,,,,
ASV_1983,Bacteria,Cyanobacteria,Cyanobacteriia,Oxyphotobacteria_Incertae_Sedis,Unclassified,Phormidium_CYN64,,,,,
ASV_2366,Bacteria,Cyanobacteria,Cyanobacteriia,Oxyphotobacteria_Incertae_Sedis,Unclassified,NA,,,,,
ASV_2913,Bacteria,Cyanobacteria,Cyanobacteriia,Oxyphotobacteria_Incertae_Sedis,Unclassified,Leptolyngbya_ANT.L52.2,,,,,
ASV_334,Bacteria,Cyanobacteria,Cyanobacteriia,Oxyphotobacteria_Incertae_Sedis,Unclassified,Phormidium_CYN64,,,,,
ASV_400,Bacteria,Cyanobacteria,Cyanobacteriia,Oxyphotobacteria_Incertae_Sedis,Unclassified,Phormidium_CYN64,,,,,
ASV_866,Bacteria,Cyanobacteria,Cyanobacteriia,Oxyphotobacteria_Incertae_Sedis,Unclassified,Leptolyngbya_ANT.L67.1,,,,,
ASV_888,Bacteria,Cyanobacteria,Cyanobacteriia,Oxyphotobacteria_Incertae_Sedis,Unclassified,Calothrix_KVSF5,,,,,
ASV_2055,Bacteria,Verrucomicrobiota,Lentisphaeria,P.palmC41,NA,NA,,,,,
ASV_2144,Bacteria,Verrucomicrobiota,Lentisphaeria,P.palmC41,NA,NA,,,,,
ASV_2575,Bacteria,Verrucomicrobiota,Lentisphaeria,P.palmC41,NA,NA,,,,,
ASV_2836,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus_Paracaedibacter,,,,,
ASV_2856,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus_Captivus,,,,,
ASV_2934,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,Candidatus_Captivus,,,,,
ASV_3125,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,NA,,,,,
ASV_1106,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,PS1_clade,NA,,,,,
ASV_1161,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,NA,NA,,,,,
ASV_1888,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,PS1_clade,NA,,,,,
ASV_337,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,PS1_clade,NA,,,,,
ASV_378,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,PS1_clade,NA,,,,,
ASV_616,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,PS1_clade,NA,,,,,
ASV_77,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,PS1_clade,NA,,,,,
ASV_816,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,PS1_clade,NA,,,,,
ASV_2760,Bacteria,Acidobacteriota,Acidobacteriae,PAUC26f,NA,NA,,,,,
ASV_1834,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,NA,NA,,,,,
ASV_2398,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,NA,NA,,,,,
ASV_2941,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,NA,NA,,,,,
ASV_1144,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,,,,,
ASV_1353,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,,,,,
ASV_1411,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,,,,,
ASV_1413,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,,,,,
ASV_1571,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,,,,,
ASV_1629,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,,,,,
ASV_1872,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Ellin517,,,,,
ASV_2090,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,,,,,
ASV_2122,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,,,,,
ASV_2309,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,,,,,
